index,Gene symbol,HGNC ID,UniProt ID(s)
5232,FABP4,HGNC:3559,P15090
5233,FABP5,HGNC:3560,Q01469
5234,FABP6,HGNC:3561,P51161
5235,FABP7,HGNC:3562,O15540
5236,FABP9,HGNC:3563,Q0Z7S8
5237,FABP12,HGNC:34524,A6NFH5
5238,FADD,HGNC:3573,Q13158
5239,FADS1,HGNC:3574,O60427
5240,FADS2,HGNC:3575,O95864
5241,FADS3,HGNC:3576,Q9Y5Q0
5242,FADS6,HGNC:30459,Q8N9I5
5243,FAF1,HGNC:3578,Q9UNN5
5244,FAF2,HGNC:24666,Q96CS3
5245,FAH,HGNC:3579,P16930
5246,FAHD1,HGNC:14169,Q6P587
5247,FAHD2A,HGNC:24252,Q96GK7
5248,FAHD2B,HGNC:25318,Q6P2I3
5249,FAIM,HGNC:18703,Q9NVQ4
5250,FAIM2,HGNC:17067,Q9BWQ8
5251,FAM3A,HGNC:13749,P98173
5252,FAM3B,HGNC:1253,P58499
5253,FAM3C,HGNC:18664,Q92520
5254,FAM3D,HGNC:18665,Q96BQ1
5255,FAM8A1,HGNC:16372,Q9UBU6
5256,FAM9A,HGNC:18403,Q8IZU1
5257,FAM9B,HGNC:18404,Q8IZU0
5258,FAM9C,HGNC:18405,Q8IZT9
5259,FAM13A,HGNC:19367,O94988
5260,FAM13B,HGNC:1335,Q9NYF5
5261,FAM13C,HGNC:19371,Q8NE31
5262,FAM20A,HGNC:23015,Q96MK3
5263,FAM20B,HGNC:23017,O75063
5264,FAM20C,HGNC:22140,Q8IXL6
5265,FAM24A,HGNC:23470,A6NFZ4
5266,FAM24B,HGNC:23475,Q8N5W8
5267,FAM25A,HGNC:23436,B3EWG3
5268,FAM25C,HGNC:23586,B3EWG5
5269,FAM25G,HGNC:23590,B3EWG6
5270,FAM32A,HGNC:24563,Q9Y421
5271,FAM43A,HGNC:26888,Q8N2R8
5272,FAM43B,HGNC:31791,Q6ZT52
5273,FAM47A,HGNC:29962,Q5JRC9
5274,FAM47B,HGNC:26659,Q8NA70
5275,FAM47C,HGNC:25301,Q5HY64
5276,FAM47E,HGNC:34343,Q6ZV65
5277,FAM50A,HGNC:18786,Q14320
5278,FAM50B,HGNC:18789,Q9Y247
5279,FAM53A,HGNC:31860,Q6NSI3
5280,FAM53B,HGNC:28968,Q14153
5281,FAM53C,HGNC:1336,Q9NYF3
5282,FAM72A,HGNC:24044,Q5TYM5
5283,FAM72B,HGNC:24805,Q86X60
5284,FAM72C,HGNC:30602,H0Y354
5285,FAM72D,HGNC:33593,Q6L9T8
5286,FAM76A,HGNC:28530,Q8TAV0
5287,FAM76B,HGNC:28492,Q5HYJ3
5288,FAM78A,HGNC:25465,Q5JUQ0
5289,FAM78B,HGNC:13495,Q5VT40
5290,FAM81A,HGNC:28379,Q8TBF8
5291,FAM81B,HGNC:26335,Q96LP2
5292,FAM83A,HGNC:28210,Q86UY5
5293,FAM83B,HGNC:21357,Q5T0W9
5294,FAM83C,HGNC:16121,Q9BQN1
5295,FAM83D,HGNC:16122,Q9H4H8
5296,FAM83E,HGNC:25972,Q2M2I3
5297,FAM83F,HGNC:25148,Q8NEG4
5298,FAM83G,HGNC:32554,A6ND36
5299,FAM83H,HGNC:24797,Q6ZRV2
5300,FAM86B1,HGNC:28268,Q8N7N1
5301,FAM86B2,HGNC:32222,P0C5J1
5302,FAM89A,HGNC:25057,Q96GI7
5303,FAM89B,HGNC:16708,Q8N5H3
5304,FAM90A1,HGNC:25526,Q86YD7
5305,FAM90A3,HGNC:32251,A0A8V8TPE2
5306,FAM90A5,HGNC:32253,A8MXJ8
5307,FAM90A7,HGNC:32255,A6NKC0
5308,FAM90A8,HGNC:32256,A6NJQ4
5309,FAM90A9,HGNC:32257,A6NNJ1
5310,FAM90A10,HGNC:32258,A6NDY2
5311,FAM90A11,HGNC:32259,A0A8V8TNH8
5312,FAM90A12,HGNC:32260,A8MX19
5313,FAM90A13,HGNC:32261,P0C7W8
5314,FAM90A14,HGNC:32262,P0C7W9
5315,FAM90A15,HGNC:32263,P0C7V4
5316,FAM90A16,HGNC:32264,P0DV73
5317,FAM90A17,HGNC:32265,P0DV74
5318,FAM90A18,HGNC:32266,P0DV75
5319,FAM90A19,HGNC:32267,P0DV76
5320,FAM90A20,HGNC:32268,A6NIJ5
5321,FAM90A22,HGNC:32270,A8MWA6
5322,FAM90A23,HGNC:32271,A8MXZ1
5323,FAM90A24,HGNC:32272,P0C7X0
5324,FAM90A26,HGNC:43746,D6RGX4
5325,FAM91A1,HGNC:26306,Q658Y4
5326,FAM98A,HGNC:24520,Q8NCA5
5327,FAM98B,HGNC:26773,Q52LJ0
5328,FAM98C,HGNC:27119,Q17RN3
5329,FAM107A,HGNC:30827,O95990
5330,FAM107B,HGNC:23726,Q9H098
5331,FAM110A,HGNC:16188,Q9BQ89
5332,FAM110B,HGNC:28587,Q8TC76
5333,FAM110C,HGNC:33340,Q1W6H9
5334,FAM110D,HGNC:25860,Q8TAY7
5335,FAM111A,HGNC:24725,Q96PZ2
5336,FAM111B,HGNC:24200,Q6SJ93
5337,FAM114A1,HGNC:25087,Q8IWE2
5338,FAM114A2,HGNC:1333,Q9NRY5
5339,FAM117A,HGNC:24179,Q9C073
5340,FAM117B,HGNC:14440,Q6P1L5
5341,FAM118A,HGNC:1313,Q9NWS6
5342,FAM118B,HGNC:26110,Q9BPY3
5343,FAM120A,HGNC:13247,Q9NZB2
5344,FAM120AOS,HGNC:23389,Q5T036
5345,FAM120B,HGNC:21109,Q96EK7
5346,FAM120C,HGNC:16949,Q9NX05
5347,FAM124A,HGNC:26413,Q86V42
5348,FAM124B,HGNC:26224,Q9H5Z6
5349,FAM131A,HGNC:28308,Q6UXB0
5350,FAM131B,HGNC:22202,Q86XD5
5351,FAM131C,HGNC:26717,Q96AQ9
5352,FAM133A,HGNC:26748,Q8N9E0
5353,FAM133B,HGNC:28629,Q5BKY9
5354,FAM135A,HGNC:21084,Q9P2D6
5355,FAM135B,HGNC:28029,Q49AJ0
5356,FAM136A,HGNC:25911,Q96C01
5357,FAM149A,HGNC:24527,A5PLN7
5358,FAM149B1,HGNC:29162,Q96BN6
5359,FAM151A,HGNC:25032,Q8WW52
5360,FAM151B,HGNC:33716,Q6UXP7
5361,FAM153A,HGNC:29940,Q9UHL3
5362,FAM153B,HGNC:27323,P0C7A2
5363,FAM156A,HGNC:30114,Q8NDB6
5364,FAM156B,HGNC:31962,Q8NDB6
5365,FAM161A,HGNC:25808,Q3B820
5366,FAM161B,HGNC:19854,Q96MY7
5367,FAM162A,HGNC:17865,Q96A26
5368,FAM162B,HGNC:21549,Q5T6X4
5369,FAM163A,HGNC:28274,Q96GL9
5370,FAM163B,HGNC:33277,P0C2L3
5371,FAM167A,HGNC:15549,Q96KS9
5372,FAM167B,HGNC:28133,Q9BTA0
5373,FAM168A,HGNC:28999,Q92567
5374,FAM168B,HGNC:27016,A1KXE4
5375,FAM169A,HGNC:29138,Q9Y6X4
5376,FAM170A,HGNC:27963,A1A519
5377,FAM170B,HGNC:19736,A6NMN3
5378,FAM171A1,HGNC:23522,Q5VUB5
5379,FAM171A2,HGNC:30480,A8MVW0
5380,FAM171B,HGNC:29412,Q6P995
5381,FAM174A,HGNC:24943,Q8TBP5
5382,FAM174B,HGNC:34339,Q3ZCQ3
5383,FAM174C,HGNC:26073,Q9BVV8
5384,FAM177A1,HGNC:19829,Q8N128
5385,FAM177B,HGNC:34395,A6PVY3
5386,FAM178B,HGNC:28036,Q8IXR5
5387,FAM180A,HGNC:33773,Q6UWF9
5388,FAM180B,HGNC:34451,Q6P0A1
5389,FAM181A,HGNC:20491,Q8N9Y4
5390,FAM181B,HGNC:28512,A6NEQ2
5391,FAM184A,HGNC:20991,Q8NB25
5392,FAM184B,HGNC:29235,Q9ULE4
5393,FAM185A,HGNC:22412,Q8N0U4
5394,FAM186A,HGNC:26980,A6NE01
5395,FAM186B,HGNC:25296,Q8IYM0
5396,FAM187A,HGNC:35153,A6NFU0
5397,FAM187B,HGNC:26366,Q17R55
5398,FAM193A,HGNC:16822,P78312
5399,FAM193B,HGNC:25524,Q96PV7
5400,FAM199X,HGNC:25195,Q6PEV8
5401,FAM200A,HGNC:25401,Q8TCP9
5402,FAM200B,HGNC:27740,P0CF97
5403,FAM200C,HGNC:30804,Q8IZ13
5404,FAM204A,HGNC:25794,Q9H8W3
5405,FAM209A,HGNC:16100,Q5JX71
5406,FAM209B,HGNC:16101,Q5JX69
5407,FAM210A,HGNC:28346,Q96ND0
5408,FAM210B,HGNC:16102,Q96KR6
5409,FAM216A,HGNC:30180,Q8WUB2
5410,FAM216B,HGNC:26883,Q8N7L0
5411,FAM217A,HGNC:21362,Q8IXS0
5412,FAM217B,HGNC:16170,Q9NTX9
5413,FAM219A,HGNC:19920,Q8IW50
5414,FAM219B,HGNC:24695,Q5XKK7
5415,FAM220A,HGNC:22422,Q7Z4H9
5416,FAM221A,HGNC:27977,A4D161
5417,FAM221B,HGNC:30762,A6H8Z2
5418,FAM222A,HGNC:25915,Q5U5X8
5419,FAM222B,HGNC:25563,Q8WU58
5420,FAM227A,HGNC:44197,F5H4B4
5421,FAM227B,HGNC:26543,Q96M60
5422,FAM228A,HGNC:34418,Q86W67
5423,FAM228B,HGNC:24736,P0C875
5424,FAM229A,HGNC:44652,H3BQW9
5425,FAM229B,HGNC:33858,Q4G0N7
5426,FAM234A,HGNC:14163,Q9H0X4
5427,FAM234B,HGNC:29288,A2RU67
5428,FAM236A,HGNC:44268,A0A1B0GUQ0
5429,FAM236B,HGNC:52640,A0A1B0GV22
5430,FAM236C,HGNC:52641,P0DP71
5431,FAM236D,HGNC:52642,A0A1B0GTK5
5432,FAM237A,HGNC:52388,A0A1B0GTK4
5433,FAM237B,HGNC:53217,A0A1B0GVD1
5434,FAM240A,HGNC:52390,A0A1B0GVK7
5435,FAM240B,HGNC:53430,A0A1B0GVZ2
5436,FAM240C,HGNC:54200,A0A1B0GVR7
5437,FAM241A,HGNC:26813,Q8N8J7
5438,FAM241B,HGNC:23519,Q96D05
5439,FAM246A,HGNC:54844,A0A494C0Y3
5440,FAM246B,HGNC:54843,A0A494C0N9
5441,FAM246C,HGNC:54842,P0DSO1
5442,FAN1,HGNC:29170,Q9Y2M0
5443,FANCA,HGNC:3582,O15360
5444,FANCB,HGNC:3583,Q8NB91
5445,FANCC,HGNC:3584,Q00597
5446,FANCD2,HGNC:3585,Q9BXW9
5447,FANCD2OS,HGNC:28623,Q96PS1
5448,FANCE,HGNC:3586,Q9HB96
5449,FANCF,HGNC:3587,Q9NPI8
5450,FANCG,HGNC:3588,O15287
5451,FANCI,HGNC:25568,Q9NVI1
5452,FANCL,HGNC:20748,Q9NW38
5453,FANCM,HGNC:23168,Q8IYD8
5454,FANK1,HGNC:23527,Q8TC84
5455,FAP,HGNC:3590,Q12884
5456,FAR1,HGNC:26222,Q8WVX9
5457,FAR2,HGNC:25531,Q96K12
5458,FARP1,HGNC:3591,Q9Y4F1
5459,FARP2,HGNC:16460,O94887
5460,FARS2,HGNC:21062,O95363
5461,FARSA,HGNC:3592,Q9Y285
5462,FARSB,HGNC:17800,Q9NSD9
5463,FAS,HGNC:11920,P25445
5464,FASLG,HGNC:11936,P48023
5465,FASN,HGNC:3594,P49327
5466,FASTK,HGNC:24676,Q14296
5467,FASTKD1,HGNC:26150,Q53R41
5468,FASTKD2,HGNC:29160,Q9NYY8
5469,FASTKD3,HGNC:28758,Q14CZ7
5470,FASTKD5,HGNC:25790,Q7L8L6
5471,FAT1,HGNC:3595,Q14517
5472,FAT2,HGNC:3596,Q9NYQ8
5473,FAT3,HGNC:23112,Q8TDW7
5474,FAT4,HGNC:23109,Q6V0I7
5475,FATE1,HGNC:24683,Q969F0
5476,FAU,HGNC:3597,P62861
5477,FAXC,HGNC:20742,Q5TGI0
5478,FAXDC2,HGNC:1334,Q96IV6
5479,FBF1,HGNC:24674,Q8TES7
5480,FBH1,HGNC:13620,Q8NFZ0
5481,FBL,HGNC:3599,P22087
5482,FBLIM1,HGNC:24686,Q8WUP2
5483,FBLL1,HGNC:35458,A6NHQ2
5484,FBLN1,HGNC:3600,P23142
5485,FBLN2,HGNC:3601,P98095
5486,FBLN5,HGNC:3602,Q9UBX5
5487,FBLN7,HGNC:26740,Q53RD9
5488,FBN1,HGNC:3603,P35555
5489,FBN2,HGNC:3604,P35556
5490,FBN3,HGNC:18794,Q75N90
5491,FBP1,HGNC:3606,P09467
5492,FBP2,HGNC:3607,O00757
5493,FBRS,HGNC:20442,Q9HAH7
5494,FBRSL1,HGNC:29308,Q9HCM7
5495,FBXL2,HGNC:13598,Q9UKC9
5496,FBXL3,HGNC:13599,Q9UKT7
5497,FBXL4,HGNC:13601,Q9UKA2
5498,FBXL5,HGNC:13602,Q9UKA1
5499,FBXL6,HGNC:13603,Q8N531
5500,FBXL7,HGNC:13604,Q9UJT9
5501,FBXL8,HGNC:17875,Q96CD0
5502,FBXL12,HGNC:13611,Q9NXK8
5503,FBXL13,HGNC:21658,Q8NEE6
5504,FBXL14,HGNC:28624,Q8N1E6
5505,FBXL15,HGNC:28155,Q9H469
5506,FBXL16,HGNC:14150,Q8N461
5507,FBXL17,HGNC:13615,Q9UF56
5508,FBXL18,HGNC:21874,Q96ME1
5509,FBXL19,HGNC:25300,Q6PCT2
5510,FBXL20,HGNC:24679,Q96IG2
5511,FBXL22,HGNC:27537,Q6P050
5512,FBXO2,HGNC:13581,Q9UK22
5513,FBXO3,HGNC:13582,Q9UK99
5514,FBXO4,HGNC:13583,Q9UKT5
5515,FBXO5,HGNC:13584,Q9UKT4
5516,FBXO6,HGNC:13585,Q9NRD1
5517,FBXO7,HGNC:13586,Q9Y3I1
5518,FBXO8,HGNC:13587,Q9NRD0
5519,FBXO9,HGNC:13588,Q9UK97
5520,FBXO10,HGNC:13589,Q9UK96
5521,FBXO11,HGNC:13590,Q86XK2
5522,FBXO15,HGNC:13617,Q8NCQ5
5523,FBXO16,HGNC:13618,Q8IX29
5524,FBXO17,HGNC:18754,Q96EF6
5525,FBXO21,HGNC:13592,O94952
5526,FBXO22,HGNC:13593,Q8NEZ5
5527,FBXO24,HGNC:13595,O75426
5528,FBXO25,HGNC:13596,Q8TCJ0
5529,FBXO27,HGNC:18753,Q8NI29
5530,FBXO28,HGNC:29046,Q9NVF7
5531,FBXO30,HGNC:15600,Q8TB52
5532,FBXO31,HGNC:16510,Q5XUX0
5533,FBXO32,HGNC:16731,Q969P5
5534,FBXO33,HGNC:19833,Q7Z6M2
5535,FBXO34,HGNC:20201,Q9NWN3
5536,FBXO36,HGNC:27020,Q8NEA4
5537,FBXO38,HGNC:28844,Q6PIJ6
5538,FBXO39,HGNC:28565,Q8N4B4
5539,FBXO40,HGNC:29816,Q9UH90
5540,FBXO41,HGNC:29409,Q8TF61
5541,FBXO42,HGNC:29249,Q6P3S6
5542,FBXO43,HGNC:28521,Q4G163
5543,FBXO44,HGNC:24847,Q9H4M3
5544,FBXO45,HGNC:29148,P0C2W1
5545,FBXO46,HGNC:25069,Q6PJ61
5546,FBXO47,HGNC:31969,Q5MNV8
5547,FBXO48,HGNC:33857,Q5FWF7
5548,FBXW2,HGNC:13608,Q9UKT8
5549,FBXW4,HGNC:10847,P57775
5550,FBXW5,HGNC:13613,Q969U6
5551,FBXW7,HGNC:16712,Q969H0
5552,FBXW8,HGNC:13597,Q8N3Y1
5553,FBXW9,HGNC:28136,Q5XUX1
5554,FBXW10,HGNC:1211,Q5XX13
5555,FBXW10B,HGNC:14379,O95170
5556,FBXW11,HGNC:13607,Q9UKB1
5557,FBXW12,HGNC:20729,Q6X9E4
5558,FCAMR,HGNC:24692,Q8WWV6
5559,FCAR,HGNC:3608,P24071
5560,FCER1A,HGNC:3609,P12319
5561,FCER1G,HGNC:3611,P30273
5562,FCER2,HGNC:3612,P06734
5563,FCF1,HGNC:20220,Q9Y324
5564,FCGBP,HGNC:13572,Q9Y6R7
5565,FCGR1A,HGNC:3613,P12314
5566,FCGR2A,HGNC:3616,P12318
5567,FCGR2B,HGNC:3618,P31994
5568,FCGR2C,HGNC:15626,P31995
5569,FCGR3A,HGNC:3619,P08637
5570,FCGR3B,HGNC:3620,O75015
5571,FCGRT,HGNC:3621,P55899
5572,FCHO1,HGNC:29002,O14526
5573,FCHO2,HGNC:25180,Q0JRZ9
5574,FCHSD1,HGNC:25463,Q86WN1
5575,FCHSD2,HGNC:29114,O94868
5576,FCMR,HGNC:14315,O60667
5577,FCN1,HGNC:3623,O00602
5578,FCN2,HGNC:3624,Q15485
5579,FCN3,HGNC:3625,O75636
5580,FCRL1,HGNC:18509,Q96LA6
5581,FCRL2,HGNC:14875,Q96LA5
5582,FCRL3,HGNC:18506,Q96P31
5583,FCRL4,HGNC:18507,Q96PJ5
5584,FCRL5,HGNC:18508,Q96RD9
5585,FCRL6,HGNC:31910,Q6DN72
5586,FCRLA,HGNC:18504,Q7L513
5587,FCRLB,HGNC:26431,Q6BAA4
5588,FCSK,HGNC:29500,Q8N0W3
5589,FDCSP,HGNC:19215,Q8NFU4
5590,FDFT1,HGNC:3629,P37268
5591,FDPS,HGNC:3631,P14324
5592,FDX1,HGNC:3638,P10109
5593,FDX2,HGNC:30546,Q6P4F2
5594,FDXACB1,HGNC:25110,Q9BRP7
5595,FDXR,HGNC:3642,P22570
5596,FECH,HGNC:3647,P22830
5597,FEM1A,HGNC:16934,Q9BSK4
5598,FEM1B,HGNC:3649,Q9UK73
5599,FEM1C,HGNC:16933,Q96JP0
5600,FEN1,HGNC:3650,P39748
5601,FER,HGNC:3655,P16591
5602,FER1L5,HGNC:19044,A0AVI2
5603,FER1L6,HGNC:28065,Q2WGJ9
5604,FERD3L,HGNC:16660,Q96RJ6
5605,FERMT1,HGNC:15889,Q9BQL6
5606,FERMT2,HGNC:15767,Q96AC1
5607,FERMT3,HGNC:23151,Q86UX7
5608,FERRY3,HGNC:1184,Q9NQ89
5609,FES,HGNC:3657,P07332
5610,FETUB,HGNC:3658,Q9UGM5
5611,FEV,HGNC:18562,Q99581
5612,FEZ1,HGNC:3659,Q99689
5613,FEZ2,HGNC:3660,Q9UHY8
5614,FEZF1,HGNC:22788,A0PJY2
5615,FEZF2,HGNC:13506,Q8TBJ5
5616,FFAR1,HGNC:4498,O14842
5617,FFAR2,HGNC:4501,O15552
5618,FFAR3,HGNC:4499,O14843
5619,FFAR4,HGNC:19061,Q5NUL3
5620,FGA,HGNC:3661,P02671
5621,FGB,HGNC:3662,P02675
5622,FGD1,HGNC:3663,P98174
5623,FGD2,HGNC:3664,Q7Z6J4
5624,FGD3,HGNC:16027,Q5JSP0
5625,FGD4,HGNC:19125,Q96M96
5626,FGD5,HGNC:19117,Q6ZNL6
5627,FGD6,HGNC:21740,Q6ZV73
5628,FGF1,HGNC:3665,P05230
5629,FGF2,HGNC:3676,P09038
5630,FGF3,HGNC:3681,P11487
5631,FGF4,HGNC:3682,P08620
5632,FGF5,HGNC:3683,P12034
5633,FGF6,HGNC:3684,P10767
5634,FGF7,HGNC:3685,P21781
5635,FGF8,HGNC:3686,P55075
5636,FGF9,HGNC:3687,P31371
5637,FGF10,HGNC:3666,O15520
5638,FGF11,HGNC:3667,Q92914
5639,FGF12,HGNC:3668,P61328
5640,FGF13,HGNC:3670,Q92913
5641,FGF14,HGNC:3671,Q92915
5642,FGF16,HGNC:3672,O43320
5643,FGF17,HGNC:3673,O60258
5644,FGF18,HGNC:3674,O76093
5645,FGF19,HGNC:3675,O95750
5646,FGF20,HGNC:3677,Q9NP95
5647,FGF21,HGNC:3678,Q9NSA1
5648,FGF22,HGNC:3679,Q9HCT0
5649,FGF23,HGNC:3680,Q9GZV9
5650,FGFBP1,HGNC:19695,Q14512
5651,FGFBP2,HGNC:29451,Q9BYJ0
5652,FGFBP3,HGNC:23428,Q8TAT2
5653,FGFR1,HGNC:3688,P11362
5654,FGFR1OP2,HGNC:23098,Q9NVK5
5655,FGFR2,HGNC:3689,P21802
5656,FGFR3,HGNC:3690,P22607
5657,FGFR4,HGNC:3691,P22455
5658,FGFRL1,HGNC:3693,Q8N441
5659,FGG,HGNC:3694,P02679
5660,FGGY,HGNC:25610,Q96C11
5661,FGL1,HGNC:3695,Q08830
5662,FGL2,HGNC:3696,Q14314
5663,FGR,HGNC:3697,P09769
5664,FH,HGNC:3700,P07954
5665,FHAD1,HGNC:29408,B1AJZ9
5666,FHDC1,HGNC:29363,Q9C0D6
5667,FHIP1A,HGNC:34237,Q05DH4
5668,FHIP1B,HGNC:25378,Q8N612
5669,FHIP2A,HGNC:29320,Q5W0V3
5670,FHIP2B,HGNC:16492,Q86V87
5671,FHIT,HGNC:3701,P49789
5672,FHL1,HGNC:3702,Q13642
5673,FHL2,HGNC:3703,Q14192
5674,FHL3,HGNC:3704,Q13643
5675,FHL5,HGNC:17371,Q5TD97
5676,FHOD1,HGNC:17905,Q9Y613
5677,FHOD3,HGNC:26178,Q2V2M9
5678,FIBCD1,HGNC:25922,Q8N539
5679,FIBIN,HGNC:33747,Q8TAL6
5680,FIBP,HGNC:3705,O43427
5681,FICD,HGNC:18416,Q9BVA6
5682,FIG4,HGNC:16873,Q92562
5683,FIGLA,HGNC:24669,Q6QHK4
5684,FIGN,HGNC:13285,Q5HY92
5685,FIGNL1,HGNC:13286,Q6PIW4
5686,FIGNL2,HGNC:13287,A6NMB9
5687,FILIP1,HGNC:21015,Q7Z7B0
5688,FILIP1L,HGNC:24589,Q4L180
5689,FIP1L1,HGNC:19124,Q6UN15
5690,FIRRM,HGNC:25565,Q9NSG2
5691,FIS1,HGNC:21689,Q9Y3D6
5692,FITM1,HGNC:33714,A5D6W6
5693,FITM2,HGNC:16135,Q8N6M3
5694,FIZ1,HGNC:25917,Q96SL8
5695,FJX1,HGNC:17166,Q86VR8
5696,FKBP1A,HGNC:3711,P62942
5697,FKBP1B,HGNC:3712,P68106
5698,FKBP1C,HGNC:21376,Q5VVH2
5699,FKBP2,HGNC:3718,P26885
5700,FKBP3,HGNC:3719,Q00688
5701,FKBP4,HGNC:3720,Q02790
5702,FKBP5,HGNC:3721,Q13451
5703,FKBP6,HGNC:3722,O75344
5704,FKBP7,HGNC:3723,Q9Y680
5705,FKBP8,HGNC:3724,Q14318
5706,FKBP9,HGNC:3725,O95302
5707,FKBP10,HGNC:18169,Q96AY3
5708,FKBP11,HGNC:18624,Q9NYL4
5709,FKBP14,HGNC:18625,Q9NWM8
5710,FKBP15,HGNC:23397,Q5T1M5
5711,FKBPL,HGNC:13949,Q9UIM3
5712,FKRP,HGNC:17997,Q9H9S5
5713,FKTN,HGNC:3622,O75072
5714,FLACC1,HGNC:14439,Q96Q35
5715,FLAD1,HGNC:24671,Q8NFF5
5716,FLCN,HGNC:27310,Q8NFG4
5717,FLG,HGNC:3748,P20930
5718,FLG2,HGNC:33276,Q5D862
5719,FLI1,HGNC:3749,Q01543
5720,FLII,HGNC:3750,Q13045
5721,FLNA,HGNC:3754,P21333
5722,FLNB,HGNC:3755,O75369
5723,FLNC,HGNC:3756,Q14315
5724,FLOT1,HGNC:3757,O75955
5725,FLOT2,HGNC:3758,Q14254
5726,FLRT1,HGNC:3760,Q9NZU1
5727,FLRT2,HGNC:3761,O43155
5728,FLRT3,HGNC:3762,Q9NZU0
5729,FLT1,HGNC:3763,P17948
5730,FLT3,HGNC:3765,P36888
5731,FLT3LG,HGNC:3766,P49771
5732,FLT4,HGNC:3767,P35916
5733,FLVCR1,HGNC:24682,Q9Y5Y0
5734,FLVCR2,HGNC:20105,Q9UPI3
5735,FLYWCH1,HGNC:25404,Q4VC44
5736,FLYWCH2,HGNC:25178,Q96CP2
5737,FMC1,HGNC:26946,Q96HJ9
5738,FMN1,HGNC:3768,Q68DA7
5739,FMN2,HGNC:14074,Q9NZ56
5740,FMNL1,HGNC:1212,O95466
5741,FMNL2,HGNC:18267,Q96PY5
5742,FMNL3,HGNC:23698,Q8IVF7
5743,FMO1,HGNC:3769,Q01740
5744,FMO2,HGNC:3770,Q99518
5745,FMO3,HGNC:3771,P31513
5746,FMO4,HGNC:3772,P31512
5747,FMO5,HGNC:3773,P49326
5748,FMOD,HGNC:3774,Q06828
5749,FMR1,HGNC:3775,Q06787
5750,FMR1NB,HGNC:26372,Q8N0W7
5751,FN1,HGNC:3778,P02751
5752,FN3K,HGNC:24822,Q9H479
5753,FN3KRP,HGNC:25700,Q9HA64
5754,FNBP1,HGNC:17069,Q96RU3
5755,FNBP1L,HGNC:20851,Q5T0N5
5756,FNBP4,HGNC:19752,Q8N3X1
5757,FNDC1,HGNC:21184,Q4ZHG4
5758,FNDC3A,HGNC:20296,Q9Y2H6
5759,FNDC3B,HGNC:24670,Q53EP0
5760,FNDC4,HGNC:20239,Q9H6D8
5761,FNDC5,HGNC:20240,Q8NAU1
5762,FNDC7,HGNC:26668,Q5VTL7
5763,FNDC8,HGNC:25286,Q8TC99
5764,FNDC9,HGNC:33547,Q8TBE3
5765,FNDC10,HGNC:42951,F2Z333
5766,FNDC11,HGNC:28764,Q9BVV2
5767,FNIP1,HGNC:29418,Q8TF40
5768,FNIP2,HGNC:29280,Q9P278
5769,FNTA,HGNC:3782,P49354
5770,FNTB,HGNC:3785,P49356
5771,FOCAD,HGNC:23377,Q5VW36
5772,FOLH1,HGNC:3788,Q04609
5773,FOLR1,HGNC:3791,P15328
5774,FOLR2,HGNC:3793,P14207
5775,FOLR3,HGNC:3795,P41439
5776,FOS,HGNC:3796,P01100
5777,FOSB,HGNC:3797,P53539
5778,FOSL1,HGNC:13718,P15407
5779,FOSL2,HGNC:3798,P15408
5780,FOXA1,HGNC:5021,P55317
5781,FOXA2,HGNC:5022,Q9Y261
5782,FOXA3,HGNC:5023,P55318
5783,FOXB1,HGNC:3799,Q99853
5784,FOXB2,HGNC:23315,Q5VYV0
5785,FOXC1,HGNC:3800,Q12948
5786,FOXC2,HGNC:3801,Q99958
5787,FOXD1,HGNC:3802,Q16676
5788,FOXD2,HGNC:3803,O60548
5789,FOXD3,HGNC:3804,Q9UJU5
5790,FOXD4,HGNC:3805,Q12950
5791,FOXD4L1,HGNC:18521,Q9NU39
5792,FOXD4L3,HGNC:18523,Q6VB84
5793,FOXD4L4,HGNC:23762,Q8WXT5
5794,FOXD4L5,HGNC:18522,Q5VV16
5795,FOXD4L6,HGNC:31986,Q3SYB3
5796,FOXE1,HGNC:3806,O00358
5797,FOXE3,HGNC:3808,Q13461
5798,FOXF1,HGNC:3809,Q12946
5799,FOXF2,HGNC:3810,Q12947
5800,FOXG1,HGNC:3811,P55316
5801,FOXH1,HGNC:3814,O75593
5802,FOXI1,HGNC:3815,Q12951
5803,FOXI2,HGNC:32448,Q6ZQN5
5804,FOXI3,HGNC:35123,A8MTJ6
5805,FOXJ1,HGNC:3816,Q92949
5806,FOXJ2,HGNC:24818,Q9P0K8
5807,FOXJ3,HGNC:29178,Q9UPW0
5808,FOXK1,HGNC:23480,P85037
5809,FOXK2,HGNC:6036,Q01167
5810,FOXL1,HGNC:3817,Q12952
5811,FOXL2,HGNC:1092,P58012
5812,FOXL2NB,HGNC:34428,Q6ZUU3
5813,FOXL3,HGNC:54201,A0A1W2PRP0
5814,FOXM1,HGNC:3818,Q08050
5815,FOXN1,HGNC:12765,O15353
5816,FOXN2,HGNC:5281,P32314
5817,FOXN3,HGNC:1928,O00409
5818,FOXN4,HGNC:21399,Q96NZ1
5819,FOXO1,HGNC:3819,Q12778
5820,FOXO3,HGNC:3821,O43524
5821,FOXO3B,HGNC:3822,A0A2Z4LIS9
5822,FOXO4,HGNC:7139,P98177
5823,FOXO6,HGNC:24814,A8MYZ6
5824,FOXP1,HGNC:3823,Q9H334
5825,FOXP2,HGNC:13875,O15409
